thumb,url,text,likes,comments,shares,sentiment
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid0RZ1QVN2TKx1ieJaruZ71NKna6mqaaK62Jc3qhuWWaCyK29izdWq9GAbVvzsSLvoYl,"Flashback: on Friday last week, I joined partners and staff from my ministry in early planting of trees ahead of the major event on a 28 hectares at Kessup Forest Station by HE the president of Kenya during the 7th edition of Annual Kaptagat Tree Planting Exercise held last Saturday at the same place  in Elgeyo Marakwet County.

I thank all the partners and Wananchi who have supported the initiative!",97.0,14.0,2.0,POS
,https://www.facebook.com/christopher.kiptoo.5/posts/10231548957812235:969020257744717,,232.0,48.0,3.0,
,https://www.facebook.com/christopher.kiptoo.5/posts/792835095561476:792835095561476,,73.0,10.0,2.0,
,https://www.facebook.com/christopher.kiptoo.5/posts/10231548934291647:282670784291374,,1.0,1.0,0.0,
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02iczk9KoHZtQseMN4ofPNuDoJBK3KtKs9VjHTYMTxUuWCzHZsaW4mbFjPRwYLeXGPl,https://youtu.be/rmuf8_jG_-k,12.0,0.0,0.0,NEU
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid0QW4vtGtDJ9L26s2U4svfzapZijyvBHxn4fsg7mZ13menfWz6M94BWkxWP6qniMmfl,https://youtu.be/8xkk27pYYyM,12.0,0.0,0.0,NEU
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid0RVBi6GcLqQ2pwoaR5Eiaxn9oHt65rdK8aBttTzc1FthCRazsCuDC1m5Gt73SvLCcl,https://youtu.be/K3RYtAmU3js,9.0,0.0,0.0,NEU
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02ni6HeYy6tzDJJHLCb2iKM2Hi1YRFJqB9ondtmEj9ofjWizSiaudBVg6Z4YdMzrn2l,"Before heading to Kessup Forest for the tree planting event yesterday, we visited St Alfonso’s Mutei Girls to greet the girls. I take this opportunity to thank the students and management of the school for the great reception they accorded to us.",84.0,9.0,4.0,POS
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02bpRL55wZNLBxxPWHJEw2GBpFrdz6kjE87tNgLqVr5stqrUpwbyjkzE8gW68KtjK4l,"Yesterday, in the company of my colleague PS Mr Joseph Mbugua of the state department of roads,  I led the Kaptagat community in planting trees at Kessup Forest bloc ahead of the 7th Annual Kaptagat Forest Tree planting exercise to be held on 1st July 2023.

Among those present were Hon. Wisley Rotich, Governor Elgeyo-Marakwet County as well as Hon Adams Kiplagat (MP Keiyo North) and Hon Gedion Kimaiuo (Keiyo South).

The tree planting exercise was spearhead by @WWF_Kenya & @KeForestService dubbed “ #KeepKenyaBreathing",104.0,12.0,3.0,
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02cdVPVfsXLJUucn14spYGaohNikX45sm81toE9oAhXCDoXe3vYhzxTccyqhQ4Zmqsl,"IMF Reaches Staff Level Agreement with Kenya on the Fifth Reviews of the Extended Fund Facility and Extended Credit Facility Arrangements and the Resilience and Sustainability Facility.

For more details, read here 👇

",26.0,0.0,0.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02yPRTXt51gTxj9WmtGqKKekznSkSLXHAma53ztTgLWpt2QBRwrCb2tdDztUGMkxzzl,"1. Our Sports Infrastructure Masterplan developed within a year is a gamechanger. Expect profound transformation in quality of stadia.
2. Sports in Kenya is on a sure upward trajectory.
3. #TalantaHela is a revolutionary silver bullet.
Thanks Senate for the robust engagement.",86.0,13.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0n4xhXdcnqmmEaT1Ma4NFgV2jGpb3McUfdNMsjhHvHeCwJEHnc5HEfiWqTFU4enNel,,15.0,1.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0FFJQQAMvMyhScVdGg2VHtYd9Qvrw8eaYVwiayJA2DEd3x6o3j9GFXyhiKfrPeHcvl,"1. Our Sports Infrastructure Masterplan developed within a year is a gamechanger. Expect profound transformation in quality of stadia.
2. Sports in Kenya is on a sure upward trajectory.
3. #TalantaHela is a revolutionary silver bullet.
Thanks Senate for the robust engagement.",41.0,1.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0GbAhmu8L8Nnkf2DHviu6DrAeNL7ocjbbt7jyoaoTNRnqviww5a7fAs8WbDpN8eb4l,Good to go!,62.0,4.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/860445419079053,,14.0,0.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0PKGR9q3JGLmcdzBCzRoGhjhkCECxCdd4D6SAUkAwg3asxivRaKjQra2XFgM1UiuRl,,7.0,0.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02M64zPceejWZfp9z1cGoDzcr4Wp2P86hr5ZPcqudhHDirked9XXNVH4n2XWZvE7jcl,,28.0,4.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0T8Jox2d9HXRL1abN3Gf8ywPWvSqTF4MZdm5FvEgEFdZmpdv9rzpRr7sXVEBCEoQMl,,12.0,1.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02dTYQVcKFyapuNEfHSSgHWFcYRYgMNJBmNRH4aaoVfZAPH4TWch98s9cz5imxr8DBl,,13.0,0.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02G1rh7dPohk9WsbPy68CJjn4hxhefXoRW1NCLHwV47km3Vq5Z8sgTakdjAfbWgAYol,,53.0,5.0,2.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0UvAbZXjiKpXs7TmRRawGe3P5hnkuuHmavHPdAFYu5tfamUviPeoo7THsMNC1hCqal,,12.0,0.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0Uv4GBKywPxVWMQjA6Vx6rVkxexF7URES5bTF8oGeZ8Q5uKGJg2Cg8Hky6KJgYCzxl,"Visited The Lionesses, our #Rugby7s #TeamKenya who have been in residential camp and depart tomorrow for Tunisia to contest the Paris 2024 Olympics Africa qualifier. Motivated our girls to emulate the Shujaa, our boys who conquered Africa last month to qualify for Paris. #TalantaHela",284.0,12.0,3.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid024etDGjKhvYNELmztMR9Bsoz1QFfYnwTa7yKCzS4oRLuSiQaqJm3e5hr7hbruZrysl,"After Cabinet meeting in Kisumu, I took time to assess the state of Jomo Kenyatta Stadium, Mamboleo in Kisumu to check viability for hosting high profile sporting events. I also inspected ongoing construction works at Kericho Green Stadium, which the Ministry of Youth Affairs and Sports is upgrading. #TalantaHela",334.0,31.0,4.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0LaoVGXHDMqDTSDgc5W4fYNZfAz2wvbAXqYBgDqhDEhSsZZhMrn7XU2bLfyi8a75Fl,,54.0,2.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0xs4b9XWjBozRqJFWhWCTs5BbKfJLYmJcaNpjGDuKUSiRzDsByjqRyenqeJbeCycvl,"The time for our youth is NOW, yes, TODAY! #TalantaHela",58.0,15.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0kDiXccU7Bb94CEnJuj15hzVBibd1aWYw8A1km2RBdpArwL2AfSV9iPBUNSA8ECN2l,,64.0,8.0,1.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0RkuqDTHtXA8kUunTMbspadsJ9ufCDYvekouUhkWh9P7ijTyNPJqJRJiPMjVkK3r7l,,43.0,3.0,1.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0PoYyJKWviDbqubpbNTntPnkpre9wwLsPV7bK24csSZLqnvKvdS1y4Fp2YJHQWvCbl,"What a smashing performance by our Rising Harambee Starlets, putting 6 goals past Angola in this first leg qualifier for U-20 Women World Cup. And what a thrilling performance! I have cheered our super girls at Nyayo and took time to congratulate them after the game. #TalantaHela",726.0,65.0,6.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid03D1eBYE4CxWAxTCyiNMN6jQCFTo541robU1HLYgLVmLKCvzymXnadJFvHp8MD24Gl,Congratulations Kelvin Kiptum for your scintillating new World Record of 2:00:35 at the Chicago Marathon today. You have made the entire country super proud. Hongera Shujaa! What a season for Kenyan sports. #KelvinKiptum #ChicagoMarathon #TalantaHela,2990.0,107.0,21.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid029KHgXmgnQXYXydcacBD5DTRgibxg5R51k2ZePUoQYTj62cvGBZd9pG2vguVFGiBYl,"I have arrived from official duties in China, and straight from JKIA to Nyayo Stadium to cheer our girls as they take on Angola in a crucial Under-20 Women World Cup qualifier. If you are not here at Nyayo, njoo sasa hivi🇰🇪
#RisingStarletsU20
#TalantaHela
#JazaStadi",1442.0,121.0,4.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/858792932577635,,65.0,4.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02briM7LnprvRLYxcZKkRjDqG3bncb5WR9G2Mxd4ddeLyPxXbRiiDSvBhBCrNVWGADl,"This is the day! Twende Nyayo Stadi.. #RisingStarletsU20
#TalantaHela
#AbabuNaKazi
#JazaStadi",275.0,11.0,5.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02TVGuyidi6eM1EC1HxzeTwTaug7GykwBF24VUY5xKiGgf2A5yiTr8DDTq8Jstf2rml,"Concluded highly fruitful visit with a series of reciprocal talks and dinner hosted by the Chinese Minister of Culture & Tourism, Mr. Hu Heping, who I recently hosted in Nairobi for signing of a 🇰🇪🇨🇳 bilateral MoU. Mr Heping is also the Chinese Communist Party Executive Deputy Head of Publicity Department and former Governor & Party Chief of Shaanxi Province.",42.0,2.0,1.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02bvkiGqiVDMJRtyedLdBUNeAc7E2diy9VsUiLAsMp7yTD6ZMDSHALCtHnxchrz7epl,"Go girls! Women football on the rise, with our full support. #TalantaHela",230.0,18.0,1.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0tgwiuSuUq3rRTTT8PAt8cybYyMFhgkPX57QVvNZLEwJJ7P612K8dNkZh2zhrB44Rl,,77.0,3.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02F2rGj54YwHCskGV2nWdgeJyvfUAk3Zq3bME4VSEsg8XqkdT2gS7ufa8Koz1chMr3l,"Riga ilitii, hata World Athletics ikatambua! Hongera tena Champs🇰🇪",169.0,6.0,1.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0a7uxFW51QfJXPoBAxAWvKAxWzaz2rWzQQu5W4bMruudpGjB37vywupeMtDFzTp37l,"The #MashemejiDerby rumble is here. How dare you miss! Twende Kasarani pwana, omera!",411.0,29.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02Gx8nNMVo76X2rSgHf9ResD3LqUoQEgRrJ9tSrFBBTTQF544iGpFcodqNFpsoSDoTl,Hata World Athletics wametii..🇰🇪,95.0,4.0,0.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0jc7apYRaXwzvyKtZYKgnYiwjFQT4wDNihhoNJ4rEoAAGBvnskdgK2ZE8ivTygta1l,Pleased that our efforts to return the WRC Safari Rally to it's traditional Easter season is making good progress. Fixing our sports from 7D is a key agenda in #DeliveringThePlan . Leaving none behind. #WRC #SafariRally #TalantaHela,237.0,18.0,8.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02RbC2gCDnTsDBiXBhNP36QUY5Rq3EtMQNVAdsFoRL7ayBiprFQRv71ro3jhigF8crl,Walimu Hoyeeee!🇰🇪,196.0,26.0,2.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02tRDWsogfseP5ZMgnAUWCXLpTnFn9rLr3GWean4FewSaBHeVgeQnyJGDc5ygM4KzXl,Strengthening bilateral ties with the People’s Republic of China and the Xizang Autonomous Region.,71.0,2.0,2.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0Z8oB3WLsseCf2gD7ZMuNhoYnR9HeBPZVJCgyMDeBohGmJZjByp7yPhW8Tq86266Bl,#AFCON'27 great for East African integration,104.0,6.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02zcjf4zGk4jF4pqfaVsFvZXqDHRx29rYHzGEzc3u53hG7h5puARQewmL8iYuTXTRcl,Pleased to get Cabinet approval for our revolutionary Sports & Arts Infrastructure Masterplan for historic transformation of our stadia and facilities for creatives. #DeliveringThePlan #TalantaHela,172.0,22.0,3.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0erFRrbxsUQjUodjDWVM8gDFYxy9dhUtkWk6BpGTc9wxcV4mZtLUmXMZYi7WFZ52bl,"Go for it girls, the whole of Kenya cheering for you. #ParisOlympics the target! #TalantaHela",524.0,72.0,4.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02xSvg5WpNatMrh15Jbinj5VJLrDxAXGBsNV27R9XqgqqszYLNbfBJELapEFjEHoD2l,It is a humble privilege to serve all the people of Kenya without exception. We cherish you all. #TalantaHela,61.0,5.0,2.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02aQjMjVQ8wt7uKhKgKyjNXzC87EXu6YjF3u46aDXRuj2cAaMYcCzzjCxBGHN6yfHel,"Awesome time spent with 23-time Kenyan hockey champions and 9-time African Queens, the Blazers Hockey Club, who paid me a courtesy call at our Talanta Plaza offices. Incredible team this! We are leaving no sport discipline behind. Kenyan hockey must rise again! #TalantaHela",989.0,45.0,5.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid022QvZAnpzzzAS3sQs9NNwt3iUrstnwEaoysD9r3YVtzc3VqXoMXhua3Vzzs7feWcRl,"Superb discourse. Thank you #TV47 #TV47Exclusive 
#DeliveringThePlan",182.0,9.0,4.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02V3GHQiY15UuN21gwSjxgoD38WGZEWjJcoesBtVKGm79cf21ULJ3UbT7HK3HcfS6Bl,"We are on..
#TV47Exclusive
#DeliveringThePlan",90.0,11.0,0.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02efDeA9Ua7jKE2D8RXcwrckrKr3BNTo6umQDaomamF8ZdjphQJ9XP2H6UxgxN4HfMl,,131.0,8.0,1.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02ddhV6TWJKHn99tXGLaGWA9F2LRhkKSvGDGJdt85atdGpdSJzmwGwJu4P7BkjvTnil,,41.0,3.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02TXEvsNDep1xfABtuhHfAiqmyrarjGb8AbYQLthCHEzSKfa7g3dpeqJht5gvMZQ2pl,,59.0,3.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02WPTZVpvdniAv9i9MFPNbVrCrs94jTGHad3EiopHTbwH6jBQ7m348tqUvZweJYLhTl,"Am super enthused by the matchday atmosphere returning to Kenyan football. #Ingwe-ya-Matere and #ToreBobe fans, you have raised the bar. Thoroughly enjoyed this game at Ulinzi Complex. But let's uphold highest standards of fan decorum and discipline. Throwing of objects or any form of violent conduct is a BIG NO! We want a safe carnival atmosphere in all our stadia, befitting of a weekend family out. Blessed week ahead. #TalantaHela",1217.0,113.0,13.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02Bb73aPekwxtTqECAV6Pt7tLLt1FftN4swM4Si7cXGsr6Mv5uCCiKtfhQAd5MZhhQl,"After worship, let's watch this epic clash. #Ingwe ya Matere vs #ToreBobe 
 #TwendeGame",702.0,53.0,2.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0ByVb5vdcrXKqid9ipBi1QTGCdemHF9EdCrqR4qo67zgRUJGo3FJ58y2nhzhJJna1l,We are serious about growing women football. #TalantaHela,109.0,11.0,1.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid032Typz1RRj39keE19EXg4ausELYji7pUDwz9KLVYMRUkLVbCWQJypSH8Ty5723gwEl,,27.0,1.0,1.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0ZBrXmBUZsJZ9nJLzDXyAYSZKVGRXnHtkh5pw93aP3Yes2oBnCc2d5aFnL55AdhAMl,,81.0,1.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0NiY9RP2y3SxYaqa9LfsUb34WEdLk9piCYrvShZEtsxmhK67ZS7hxKrrXtoeXqYyTl,"Earlier today I visited and rewarded Koyonzo High School in Matungu, Kakamega County for winning both the national and East Africa Rugby 7s Championships. Have initiated  scholarship for gifted players at the school. Will also upgrade the playground. The Koyonzo Rugby coach, Eliud Okwemba, will recieve elite coaching training and be enlisted as a talent scout by the Kenya Academy of Sports. With Kenya Rugby Chair Sasha Mutai, Kakamega Governor Governor H.E Fernandes Barasa and Matungu MP Hon Peter Oscar Nabulindo, among other leaders.",209.0,13.0,11.0,POS
,https://www.facebook.com/NamwambaAbabu/videos/705945844216196/,,120.0,8.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid04cvHHYH2V5nf2usR2k4B8B3nsbHoVft3gZdZ7nCeZqu9ZjeUTHUTvyvGuArGDFN9l,"Kenya's first ever State of the Film Industry Summit is a gamechanger. At this historic forum, we resolve to unleash the full potential of the industry to create jobs and contribute significantly to national development. The Ministry of Youth Affairs, The Arts and Sports is delighted to support and host the Summit whose resolutions we commit to implement to the letter and spirit. #TalantaHela",79.0,8.0,1.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0QwqoE712PhLTRxtQGWMFghBRTWeUX8N26V3oZKHtaguQKViwfZ9xB1UupBeCyEd1l,,42.0,7.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02bLa7TQV2dkVEFCNsYYk2XWqFpd9wak1dfKvQdhx4Y8SCZqh9rLW7ya5pUiBmfrZNl,"Hongera Kenya, Hongera Africa Mashariki. Big Win for us all.
#Afcon2027",377.0,44.0,4.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0xJjfqY7SPaW3MwyRKLWnZYenDzNBLcQUWBpPX8cUZ1c5SjKWBqHKuPbvGzJCaQ7Ul,#Afcon2027 #Pamoja,50.0,5.0,0.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02ma8QzuU8KWgGGwv9bVA8tLf3cDmHuk32N6rWvreSMtJSNRQQpMx3xDATd1CXeqs6l,,194.0,40.0,2.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0Fa5ugFpFt1TezGGZWg4ckd1G4eKMeAxEU9Yd2LtrBWM98PSo8935N26TpEzLbDeGl,"We shall more than just silence the Cristelles of this world, I PROMISE!",36.0,3.0,0.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02VSXSWeetyhu1bbi35XYYDjk5rXojNk7GfFfAzNu9FGip4So8n3p5iTijqwxqxTGHl,"Thinking Global, Acting Local.. #ThePlan #BETA",60.0,2.0,0.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0TfYPRzUgoMp28jcBxNsbtjhSBtm8yCq69mkBKSWy5geNoXXVNtEXkoACbinnCzarl,,175.0,10.0,2.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0nofPe7Mmg3zFkmXSsAnKFfvwfT1aKUZuwiRPj8TURkwjvC4vJJgGnHy7h9UbEK4Yl,,34.0,0.0,1.0,
,https://www.facebook.com/NamwambaAbabu/posts/853281156462146,"Special shout to our Team East Africa Pamoja Bid for the fantastic effort we have put in to bring Africa's showpiece football tournament, the AFCON, to our region in 2027, for the first time ever. Jumuiya Hoyeeeee!🇰🇪🇺🇬🇹🇿 #Afcon #AFCON2027",1064.0,139.0,10.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02YPsn8dqHbJhEd6CRcNbxbKMY7cySjVfdUqBd3VD5thZd5UDBxjxPimMjLDTFNXGhl,,337.0,36.0,1.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid09SiU2mucxycXWNToSefJoYFcFXFsCHZHwiz3jAPyu37dPM2pqqzYn3oZvqaHJtCPl,And it is home!🇰🇪🇺🇬🇹🇿,104.0,14.0,3.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02h7Qka298rSSQH1Q2AGcbYCgvgfRve8AVZGcf1SUdVQ4FfKUjxdRRbfN9BxwKmhAGl,,77.0,2.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02havwbrhExp447ZEbsAQZai2XsJCsebwH4B3p1fZmB4baGgfrFvivzvLQnk9eHqZCl,,60.0,8.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0XKX228n8vdqTUQYFrKx2A7o6ou1voFT9gWvgwUo3z7NF3gTJuczJjKpnby8U76Hcl,"Nerves of steel, touch of silk.. Angachi Sheril Andiba🇰🇪",2663.0,42.0,17.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0ih3CDHGDBj7BnEGFo8HFfN7rPMGtHxyVdsohXYNWKoBtAYWFYUw6x8sMW2DVtLbql,"With colleagues Hon Damas Ndumbaro, Sports & Arts Minister of Tanzania and Hon Peter Ogwang, State Minister for Sports of Uganda, alongside our delegation that includes Uganda's Deputy Speaker Hon Thomas Tayebwa, we have presented our #EAPamoja bid for AFCON'27 to CAF ExCom in Cairo, Egypt.",106.0,7.0,0.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0UGbdsp7Exxmqu9vggJU7Hrh1dkpy1GUpQdazuehcTNFKM2Lo5TaU1dMDTXkrcTDvl,Hongera #HarambeeStarlets,397.0,26.0,1.0,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0tMwYrwwbTKqhTc2KewVYfxoqb3nSDJ6MRu5KfX8xGwSP6JV9MCYtMUq9mLcu7T8zl,,138.0,17.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02B7NALux19AbrcNGxgtgr9S8MrT9zNQkM2N6yVRygFxjgMKMq64Gh9GVkHbBnCqGgl,,117.0,3.0,0.0,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid029thvEYzieQMtyksF2PVFpZ573Z4czCsWvrqTnwfkPrNGYZwnPQwPLcGNy5A1hzXvl,"Coach Beldine Odemba today you yet again strengthen my conviction that our Kenyan coaches have everything to take our sports to dizzying heights. On my own behalf and on behalf of the Ministry of Youth Affairs, The Arts and Sports, H.E President William Samoei Ruto and the whole of the Government of the Republic ofKenya, Hongera to you and our supa girls. Full support from us all. #TalantaHela",89.0,10.0,4.0,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid033S1GMyboyhg126mEn6eS159JhuMSmorTm8UfwE1kYeqfkMzRGTZohTak7vSpEmvgl,,85.0,12.0,1.0,
