thumb,url,full_text,sentiment
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02iczk9KoHZtQseMN4ofPNuDoJBK3KtKs9VjHTYMTxUuWCzHZsaW4mbFjPRwYLeXGPl,https://youtu.be/rmuf8_jG_-k,NEU
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid0QW4vtGtDJ9L26s2U4svfzapZijyvBHxn4fsg7mZ13menfWz6M94BWkxWP6qniMmfl,https://youtu.be/8xkk27pYYyM,NEU
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid0RVBi6GcLqQ2pwoaR5Eiaxn9oHt65rdK8aBttTzc1FthCRazsCuDC1m5Gt73SvLCcl,https://youtu.be/K3RYtAmU3js,NEU
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02ni6HeYy6tzDJJHLCb2iKM2Hi1YRFJqB9ondtmEj9ofjWizSiaudBVg6Z4YdMzrn2l,"Before heading to Kessup Forest for the tree planting event yesterday, we visited St Alfonso’s Mutei Girls to greet the girls. I take this opportunity to thank the students and management of the school for the great reception they accorded to us.",POS
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02bpRL55wZNLBxxPWHJEw2GBpFrdz6kjE87tNgLqVr5stqrUpwbyjkzE8gW68KtjK4l,"Yesterday, in the company of my colleague PS Mr Joseph Mbugua of the state department of roads,  I led the Kaptagat community in planting trees at Kessup Forest bloc ahead of the 7th Annual Kaptagat Forest Tree planting exercise to be held on 1st July 2023.

Among those present were Hon. Wisley Rotich, Governor Elgeyo-Marakwet County as well as Hon Adams Kiplagat (MP Keiyo North) and Hon Gedion Kimaiuo (Keiyo South).

The tree planting exercise was spearhead by @WWF_Kenya & @KeForestService dubbed “ #KeepKenyaBreathing",
,https://www.facebook.com/christopher.kiptoo.5/posts/pfbid02cdVPVfsXLJUucn14spYGaohNikX45sm81toE9oAhXCDoXe3vYhzxTccyqhQ4Zmqsl,"IMF Reaches Staff Level Agreement with Kenya on the Fifth Reviews of the Extended Fund Facility and Extended Credit Facility Arrangements and the Resilience and Sustainability Facility.

For more details, read here 👇

",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02yPRTXt51gTxj9WmtGqKKekznSkSLXHAma53ztTgLWpt2QBRwrCb2tdDztUGMkxzzl,"1. Our Sports Infrastructure Masterplan developed within a year is a gamechanger. Expect profound transformation in quality of stadia.
2. Sports in Kenya is on a sure upward trajectory.
3. #TalantaHela is a revolutionary silver bullet.
Thanks Senate for the robust engagement.",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0n4xhXdcnqmmEaT1Ma4NFgV2jGpb3McUfdNMsjhHvHeCwJEHnc5HEfiWqTFU4enNel,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0FFJQQAMvMyhScVdGg2VHtYd9Qvrw8eaYVwiayJA2DEd3x6o3j9GFXyhiKfrPeHcvl,"1. Our Sports Infrastructure Masterplan developed within a year is a gamechanger. Expect profound transformation in quality of stadia.
2. Sports in Kenya is on a sure upward trajectory.
3. #TalantaHela is a revolutionary silver bullet.
Thanks Senate for the robust engagement.",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0GbAhmu8L8Nnkf2DHviu6DrAeNL7ocjbbt7jyoaoTNRnqviww5a7fAs8WbDpN8eb4l,Good to go!,POS
,https://www.facebook.com/NamwambaAbabu/posts/860445419079053,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0PKGR9q3JGLmcdzBCzRoGhjhkCECxCdd4D6SAUkAwg3asxivRaKjQra2XFgM1UiuRl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02M64zPceejWZfp9z1cGoDzcr4Wp2P86hr5ZPcqudhHDirked9XXNVH4n2XWZvE7jcl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0T8Jox2d9HXRL1abN3Gf8ywPWvSqTF4MZdm5FvEgEFdZmpdv9rzpRr7sXVEBCEoQMl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02dTYQVcKFyapuNEfHSSgHWFcYRYgMNJBmNRH4aaoVfZAPH4TWch98s9cz5imxr8DBl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02G1rh7dPohk9WsbPy68CJjn4hxhefXoRW1NCLHwV47km3Vq5Z8sgTakdjAfbWgAYol,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0UvAbZXjiKpXs7TmRRawGe3P5hnkuuHmavHPdAFYu5tfamUviPeoo7THsMNC1hCqal,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0Uv4GBKywPxVWMQjA6Vx6rVkxexF7URES5bTF8oGeZ8Q5uKGJg2Cg8Hky6KJgYCzxl,"Visited The Lionesses, our #Rugby7s #TeamKenya who have been in residential camp and depart tomorrow for Tunisia to contest the Paris 2024 Olympics Africa qualifier. Motivated our girls to emulate the Shujaa, our boys who conquered Africa last month to qualify for Paris. #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid024etDGjKhvYNELmztMR9Bsoz1QFfYnwTa7yKCzS4oRLuSiQaqJm3e5hr7hbruZrysl,"After Cabinet meeting in Kisumu, I took time to assess the state of Jomo Kenyatta Stadium, Mamboleo in Kisumu to check viability for hosting high profile sporting events. I also inspected ongoing construction works at Kericho Green Stadium, which the Ministry of Youth Affairs and Sports is upgrading. #TalantaHela",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0LaoVGXHDMqDTSDgc5W4fYNZfAz2wvbAXqYBgDqhDEhSsZZhMrn7XU2bLfyi8a75Fl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0xs4b9XWjBozRqJFWhWCTs5BbKfJLYmJcaNpjGDuKUSiRzDsByjqRyenqeJbeCycvl,"The time for our youth is NOW, yes, TODAY! #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0kDiXccU7Bb94CEnJuj15hzVBibd1aWYw8A1km2RBdpArwL2AfSV9iPBUNSA8ECN2l,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0RkuqDTHtXA8kUunTMbspadsJ9ufCDYvekouUhkWh9P7ijTyNPJqJRJiPMjVkK3r7l,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0PoYyJKWviDbqubpbNTntPnkpre9wwLsPV7bK24csSZLqnvKvdS1y4Fp2YJHQWvCbl,"What a smashing performance by our Rising Harambee Starlets, putting 6 goals past Angola in this first leg qualifier for U-20 Women World Cup. And what a thrilling performance! I have cheered our super girls at Nyayo and took time to congratulate them after the game. #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid03D1eBYE4CxWAxTCyiNMN6jQCFTo541robU1HLYgLVmLKCvzymXnadJFvHp8MD24Gl,Congratulations Kelvin Kiptum for your scintillating new World Record of 2:00:35 at the Chicago Marathon today. You have made the entire country super proud. Hongera Shujaa! What a season for Kenyan sports. #KelvinKiptum #ChicagoMarathon #TalantaHela,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid029KHgXmgnQXYXydcacBD5DTRgibxg5R51k2ZePUoQYTj62cvGBZd9pG2vguVFGiBYl,"I have arrived from official duties in China, and straight from JKIA to Nyayo Stadium to cheer our girls as they take on Angola in a crucial Under-20 Women World Cup qualifier. If you are not here at Nyayo, njoo sasa hivi🇰🇪
#RisingStarletsU20
#TalantaHela
#JazaStadi",POS
,https://www.facebook.com/NamwambaAbabu/posts/858792932577635,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02briM7LnprvRLYxcZKkRjDqG3bncb5WR9G2Mxd4ddeLyPxXbRiiDSvBhBCrNVWGADl,"This is the day! Twende Nyayo Stadi.. #RisingStarletsU20
#TalantaHela
#AbabuNaKazi
#JazaStadi",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02TVGuyidi6eM1EC1HxzeTwTaug7GykwBF24VUY5xKiGgf2A5yiTr8DDTq8Jstf2rml,"Concluded highly fruitful visit with a series of reciprocal talks and dinner hosted by the Chinese Minister of Culture & Tourism, Mr. Hu Heping, who I recently hosted in Nairobi for signing of a 🇰🇪🇨🇳 bilateral MoU. Mr Heping is also the Chinese Communist Party Executive Deputy Head of Publicity Department and former Governor & Party Chief of Shaanxi Province.",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02bvkiGqiVDMJRtyedLdBUNeAc7E2diy9VsUiLAsMp7yTD6ZMDSHALCtHnxchrz7epl,"Go girls! Women football on the rise, with our full support. #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0tgwiuSuUq3rRTTT8PAt8cybYyMFhgkPX57QVvNZLEwJJ7P612K8dNkZh2zhrB44Rl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02F2rGj54YwHCskGV2nWdgeJyvfUAk3Zq3bME4VSEsg8XqkdT2gS7ufa8Koz1chMr3l,"Riga ilitii, hata World Athletics ikatambua! Hongera tena Champs🇰🇪",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0a7uxFW51QfJXPoBAxAWvKAxWzaz2rWzQQu5W4bMruudpGjB37vywupeMtDFzTp37l,"The #MashemejiDerby rumble is here. How dare you miss! Twende Kasarani pwana, omera!",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02Gx8nNMVo76X2rSgHf9ResD3LqUoQEgRrJ9tSrFBBTTQF544iGpFcodqNFpsoSDoTl,Hata World Athletics wametii..🇰🇪,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0jc7apYRaXwzvyKtZYKgnYiwjFQT4wDNihhoNJ4rEoAAGBvnskdgK2ZE8ivTygta1l,Pleased that our efforts to return the WRC Safari Rally to it's traditional Easter season is making good progress. Fixing our sports from 7D is a key agenda in #DeliveringThePlan . Leaving none behind. #WRC #SafariRally #TalantaHela,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02RbC2gCDnTsDBiXBhNP36QUY5Rq3EtMQNVAdsFoRL7ayBiprFQRv71ro3jhigF8crl,Walimu Hoyeeee!🇰🇪,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02tRDWsogfseP5ZMgnAUWCXLpTnFn9rLr3GWean4FewSaBHeVgeQnyJGDc5ygM4KzXl,Strengthening bilateral ties with the People’s Republic of China and the Xizang Autonomous Region.,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0Z8oB3WLsseCf2gD7ZMuNhoYnR9HeBPZVJCgyMDeBohGmJZjByp7yPhW8Tq86266Bl,#AFCON'27 great for East African integration,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02zcjf4zGk4jF4pqfaVsFvZXqDHRx29rYHzGEzc3u53hG7h5puARQewmL8iYuTXTRcl,Pleased to get Cabinet approval for our revolutionary Sports & Arts Infrastructure Masterplan for historic transformation of our stadia and facilities for creatives. #DeliveringThePlan #TalantaHela,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0erFRrbxsUQjUodjDWVM8gDFYxy9dhUtkWk6BpGTc9wxcV4mZtLUmXMZYi7WFZ52bl,"Go for it girls, the whole of Kenya cheering for you. #ParisOlympics the target! #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02xSvg5WpNatMrh15Jbinj5VJLrDxAXGBsNV27R9XqgqqszYLNbfBJELapEFjEHoD2l,It is a humble privilege to serve all the people of Kenya without exception. We cherish you all. #TalantaHela,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02aQjMjVQ8wt7uKhKgKyjNXzC87EXu6YjF3u46aDXRuj2cAaMYcCzzjCxBGHN6yfHel,"Awesome time spent with 23-time Kenyan hockey champions and 9-time African Queens, the Blazers Hockey Club, who paid me a courtesy call at our Talanta Plaza offices. Incredible team this! We are leaving no sport discipline behind. Kenyan hockey must rise again! #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid022QvZAnpzzzAS3sQs9NNwt3iUrstnwEaoysD9r3YVtzc3VqXoMXhua3Vzzs7feWcRl,"Superb discourse. Thank you #TV47 #TV47Exclusive 
#DeliveringThePlan",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02V3GHQiY15UuN21gwSjxgoD38WGZEWjJcoesBtVKGm79cf21ULJ3UbT7HK3HcfS6Bl,"We are on..
#TV47Exclusive
#DeliveringThePlan",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02efDeA9Ua7jKE2D8RXcwrckrKr3BNTo6umQDaomamF8ZdjphQJ9XP2H6UxgxN4HfMl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02ddhV6TWJKHn99tXGLaGWA9F2LRhkKSvGDGJdt85atdGpdSJzmwGwJu4P7BkjvTnil,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02TXEvsNDep1xfABtuhHfAiqmyrarjGb8AbYQLthCHEzSKfa7g3dpeqJht5gvMZQ2pl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02WPTZVpvdniAv9i9MFPNbVrCrs94jTGHad3EiopHTbwH6jBQ7m348tqUvZweJYLhTl,"Am super enthused by the matchday atmosphere returning to Kenyan football. #Ingwe-ya-Matere and #ToreBobe fans, you have raised the bar. Thoroughly enjoyed this game at Ulinzi Complex. But let's uphold highest standards of fan decorum and discipline. Throwing of objects or any form of violent conduct is a BIG NO! We want a safe carnival atmosphere in all our stadia, befitting of a weekend family out. Blessed week ahead. #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02Bb73aPekwxtTqECAV6Pt7tLLt1FftN4swM4Si7cXGsr6Mv5uCCiKtfhQAd5MZhhQl,"After worship, let's watch this epic clash. #Ingwe ya Matere vs #ToreBobe 
 #TwendeGame",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0ByVb5vdcrXKqid9ipBi1QTGCdemHF9EdCrqR4qo67zgRUJGo3FJ58y2nhzhJJna1l,We are serious about growing women football. #TalantaHela,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid032Typz1RRj39keE19EXg4ausELYji7pUDwz9KLVYMRUkLVbCWQJypSH8Ty5723gwEl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0ZBrXmBUZsJZ9nJLzDXyAYSZKVGRXnHtkh5pw93aP3Yes2oBnCc2d5aFnL55AdhAMl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0NiY9RP2y3SxYaqa9LfsUb34WEdLk9piCYrvShZEtsxmhK67ZS7hxKrrXtoeXqYyTl,"Earlier today I visited and rewarded Koyonzo High School in Matungu, Kakamega County for winning both the national and East Africa Rugby 7s Championships. Have initiated  scholarship for gifted players at the school. Will also upgrade the playground. The Koyonzo Rugby coach, Eliud Okwemba, will recieve elite coaching training and be enlisted as a talent scout by the Kenya Academy of Sports. With Kenya Rugby Chair Sasha Mutai, Kakamega Governor Governor H.E Fernandes Barasa and Matungu MP Hon Peter Oscar Nabulindo, among other leaders.",POS
,https://www.facebook.com/NamwambaAbabu/videos/705945844216196/,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid04cvHHYH2V5nf2usR2k4B8B3nsbHoVft3gZdZ7nCeZqu9ZjeUTHUTvyvGuArGDFN9l,"Kenya's first ever State of the Film Industry Summit is a gamechanger. At this historic forum, we resolve to unleash the full potential of the industry to create jobs and contribute significantly to national development. The Ministry of Youth Affairs, The Arts and Sports is delighted to support and host the Summit whose resolutions we commit to implement to the letter and spirit. #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0QwqoE712PhLTRxtQGWMFghBRTWeUX8N26V3oZKHtaguQKViwfZ9xB1UupBeCyEd1l,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02bLa7TQV2dkVEFCNsYYk2XWqFpd9wak1dfKvQdhx4Y8SCZqh9rLW7ya5pUiBmfrZNl,"Hongera Kenya, Hongera Africa Mashariki. Big Win for us all.
#Afcon2027",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0xJjfqY7SPaW3MwyRKLWnZYenDzNBLcQUWBpPX8cUZ1c5SjKWBqHKuPbvGzJCaQ7Ul,#Afcon2027 #Pamoja,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02ma8QzuU8KWgGGwv9bVA8tLf3cDmHuk32N6rWvreSMtJSNRQQpMx3xDATd1CXeqs6l,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0Fa5ugFpFt1TezGGZWg4ckd1G4eKMeAxEU9Yd2LtrBWM98PSo8935N26TpEzLbDeGl,"We shall more than just silence the Cristelles of this world, I PROMISE!",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02VSXSWeetyhu1bbi35XYYDjk5rXojNk7GfFfAzNu9FGip4So8n3p5iTijqwxqxTGHl,"Thinking Global, Acting Local.. #ThePlan #BETA",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0TfYPRzUgoMp28jcBxNsbtjhSBtm8yCq69mkBKSWy5geNoXXVNtEXkoACbinnCzarl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0nofPe7Mmg3zFkmXSsAnKFfvwfT1aKUZuwiRPj8TURkwjvC4vJJgGnHy7h9UbEK4Yl,,
,https://www.facebook.com/NamwambaAbabu/posts/853281156462146,"Special shout to our Team East Africa Pamoja Bid for the fantastic effort we have put in to bring Africa's showpiece football tournament, the AFCON, to our region in 2027, for the first time ever. Jumuiya Hoyeeeee!🇰🇪🇺🇬🇹🇿 #Afcon #AFCON2027",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02YPsn8dqHbJhEd6CRcNbxbKMY7cySjVfdUqBd3VD5thZd5UDBxjxPimMjLDTFNXGhl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid09SiU2mucxycXWNToSefJoYFcFXFsCHZHwiz3jAPyu37dPM2pqqzYn3oZvqaHJtCPl,And it is home!🇰🇪🇺🇬🇹🇿,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02h7Qka298rSSQH1Q2AGcbYCgvgfRve8AVZGcf1SUdVQ4FfKUjxdRRbfN9BxwKmhAGl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02havwbrhExp447ZEbsAQZai2XsJCsebwH4B3p1fZmB4baGgfrFvivzvLQnk9eHqZCl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0XKX228n8vdqTUQYFrKx2A7o6ou1voFT9gWvgwUo3z7NF3gTJuczJjKpnby8U76Hcl,"Nerves of steel, touch of silk.. Angachi Sheril Andiba🇰🇪",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0ih3CDHGDBj7BnEGFo8HFfN7rPMGtHxyVdsohXYNWKoBtAYWFYUw6x8sMW2DVtLbql,"With colleagues Hon Damas Ndumbaro, Sports & Arts Minister of Tanzania and Hon Peter Ogwang, State Minister for Sports of Uganda, alongside our delegation that includes Uganda's Deputy Speaker Hon Thomas Tayebwa, we have presented our #EAPamoja bid for AFCON'27 to CAF ExCom in Cairo, Egypt.",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0UGbdsp7Exxmqu9vggJU7Hrh1dkpy1GUpQdazuehcTNFKM2Lo5TaU1dMDTXkrcTDvl,Hongera #HarambeeStarlets,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0tMwYrwwbTKqhTc2KewVYfxoqb3nSDJ6MRu5KfX8xGwSP6JV9MCYtMUq9mLcu7T8zl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02B7NALux19AbrcNGxgtgr9S8MrT9zNQkM2N6yVRygFxjgMKMq64Gh9GVkHbBnCqGgl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid029thvEYzieQMtyksF2PVFpZ573Z4czCsWvrqTnwfkPrNGYZwnPQwPLcGNy5A1hzXvl,"Coach Beldine Odemba today you yet again strengthen my conviction that our Kenyan coaches have everything to take our sports to dizzying heights. On my own behalf and on behalf of the Ministry of Youth Affairs, The Arts and Sports, H.E President William Samoei Ruto and the whole of the Government of the Republic ofKenya, Hongera to you and our supa girls. Full support from us all. #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid033S1GMyboyhg126mEn6eS159JhuMSmorTm8UfwE1kYeqfkMzRGTZohTak7vSpEmvgl,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02cDuCotrCooHoaiPoCQs52a3kvfZqXk7WiKmSan69s33VWZ8mk7CYXF7edGbo2FByl,"Just to put into perspective the historic enormity of our #HarambeeStarlets win vs Cameroon Lionesses this evening: it breaks a long history of absolute dominance. Coach Beldine Odemba with your technical bench and the constellation of our incredible girls, Hongera! #TalantaHela",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02G7KQFm8Y82Fsfg5shUXgNrtJ953K6oyNKhZZrfhk5GNfQZejB3jEjFMV3yikGuHnl,"Heko mafans wa Kenya! 
Harambee Starlets Hoiyeeee🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪",NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02jR5mgrJBLeSXzvriSbBELjgVzzEk2JwNJKtBnGZY9zmaCiqPvn3hb418cqDt3fzRl,Harambee Starlets vs Cameroon Lionesses,NEU
,https://www.facebook.com/NamwambaAbabu/posts/pfbid027buaBLssb3rXHWmTMERGgGAjoLjttwTQeRkANvmUkZoG28toVH7TjHPAdM3deZD8l,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02vmHurL5rd2f5J8tX551ErTfEd3Lcb1EFVZuamY32R9uENYn7Rqn6aUK39DHVh6bZl,Let's go supa girls! Kenya is firmly cheering for you. #HarambeeStarlets,POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid02uGMu91KFe2h2TKeRrVajYkcb9art2PT8QbDdFHT73E9CCQmF51THZBTLswxFxck8l,,
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0i84Gc5LGpWUFLm3JtrdCPF6AK35stBAi1vYVWqTB25Y2BSRcXbxJg3VemTmxfUxDl,"D-day is here!
Let's cheer our girls against Cameroon this afternoon. Tujaze Nyayo Stadi pomoni. Entry is FREEEEE! #HarambeeStarlets",POS
,https://www.facebook.com/NamwambaAbabu/posts/pfbid0mnFZxd9GoSLCbDVwtCVHXyxiK2JdPL6PidAgPoJYkrpcmrWqhGxABNVM7Npp69hDl,"Deliberate. Intentional. Structured pipeline to identify, nurture and monetize talents for livelihoods and national development is the essence of #TalantaHela. I visited Luis Ingavi (soccer) and Chanelle Wangari (golf) at the Montverde Academy in Orlando, Florida where these two highly gifted youngsters (17 and 16, respectively) are on sports scholarship. Indeed I see Ingavi, alongside Kibet, Wanjala and Kasavuli who are at the Nastic Soccer Academy in Spain, as the possible spine of a future potentially deadly Harambee Stars.",
