full_text,reply_count,retweet_count,favorite_count,url,created_at,view_count,sentiment
The forces of social evil and inequality are so strong that we need a stronger voice and FORCE in the opposite DIRECTION,158.0,474.0,884.0,https://twitter.com/WMutunga/status/914775320892452864,2017-10-02 08:53:26+00:00,,NEU
"Represented Hon. Muthama in court, then appeared for Hon. Farah Maalim in his election petition &amp; later joined NASA protests in the CBD. https://t.co/GZhcRaXSMZ",315.0,672.0,2263.0,https://twitter.com/orengo_james/status/916350563117346818,2017-10-06 17:12:53+00:00,,NEU
"Hassan Omar’s defection has surprised many who believed in his quest for justice, social rights etc. Historians will have a lot to say!",558.0,1367.0,2981.0,https://twitter.com/GvnMutula/status/917122588622585858,2017-10-08 20:20:39+00:00,,NEG
"Never underestimate the power of small people. If you do, try sleeping in a dark room with a mosquito #FreshElections #AukotCase",275.0,1426.0,2235.0,https://twitter.com/EAukot/status/918008116360503296,2017-10-11 06:59:25+00:00,,NEU
Jicho Pevu Loading......The killings must stop come what may. No more Killing Kenya!,446.0,1206.0,2710.0,https://twitter.com/MohaJichoPevu/status/920167865457823744,2017-10-17 06:01:29+00:00,,NEG
"Dear #UthamakiOligarchy In capitalism, you can control money or power, not both. You have chosen power, prepare to lose money, then power.",329.0,2149.0,3181.0,https://twitter.com/DavidNdii/status/923539691156230144,2017-10-26 13:19:55+00:00,,NEU
Today Moi &amp; Kibaki voted for Uhuru. Earlier days they were Kenyatta men. Today's vote in essence was Uhuru vs Kenyatta. What a charade !,222.0,934.0,2232.0,https://twitter.com/orengo_james/status/923547877221203968,2017-10-26 13:52:27+00:00,,NEG
26th October 2016 was Uhuru's opinion poll held on his birthday. It turned to be vote of no confidence as the vast majority stayed home.,232.0,1158.0,2428.0,https://twitter.com/orengo_james/status/923548752014708737,2017-10-26 13:55:55+00:00,,NEU
Evil isn't just when Cain killed Abel and Nazis massacred 6m Jews. It's when police kill citizens and Chebukati lies about voter turnout.,381.0,2328.0,4007.0,https://twitter.com/orengo_james/status/923646460461187072,2017-10-26 20:24:11+00:00,,NEG
The people have opened up the server. Where are 8m votes Uhuru got? The vast majority has stayed away. Raila won in August 8th and agaim now,673.0,1687.0,3701.0,https://twitter.com/orengo_james/status/923846784862097408,2017-10-27 09:40:12+00:00,,NEU
Chebukati just cut the crap. You may as well give Uhuru 19m votes. That's a neat round figure to maintain 99 percentage score. Move on man.,609.0,2045.0,4273.0,https://twitter.com/orengo_james/status/923979571204100098,2017-10-27 18:27:51+00:00,,NEU
"Kenyans please! Just stop. Violence, arson, death, militia...To what end?Uhuru and Raila are sipping tea in their PJs. Stop.
I’m out.",33.0,106.0,217.0,https://twitter.com/roselinenjogu/status/923988961906843653,2017-10-27 19:05:10+00:00,,NEG
"@KTNNews killed @Donsarigo story on Musando's killing. Tried the same with Jacob Juma.I resisted, i became a marked man. I will do Musando's",562.0,2275.0,3330.0,https://twitter.com/MohaJichoPevu/status/924205851396669440,2017-10-28 09:27:00+00:00,,NEG
"Honourable, pliz count ua blessings. Eti wewe ni MP! Without those IEBC computers u would now be begging to sing at my son's wedding https://t.co/W8SJqnVKnq",881.0,2077.0,3700.0,https://twitter.com/KBonimtetezi/status/924623745297285120,2017-10-29 13:07:34+00:00,,POS
Whenever you vacate the race you MUST STOP undermining those who have decided to chat their political path. Go home.,1482.0,1115.0,2371.0,https://twitter.com/EAukot/status/924644337220243456,2017-10-29 14:29:23+00:00,,NEG
RESISTANCE now begins...,376.0,637.0,1474.0,https://twitter.com/gladyswanga/status/924994931390894080,2017-10-30 13:42:31+00:00,,NEU
"Today we take our role as the official opposition and to President @UKenyatta  congratulations ,we shall put your government into check .",1690.0,986.0,1882.0,https://twitter.com/EAukot/status/925031646419615746,2017-10-30 16:08:25+00:00,,POS
"Indeed. I think dialogue must be about and with ordinary Kenyans. Not politicians having a conversation about sharing the ""national cake"" https://t.co/PVoLhoxfR6",18.0,49.0,144.0,https://twitter.com/roselinenjogu/status/926001707548663808,2017-11-02 08:23:06+00:00,,NEU
Peaceful coexistence along the Kisumu-Nandi border is a recipe for development.  We are committed to ensuring there is peace. #TugaTai https://t.co/CX6J2BszLh,82.0,379.0,795.0,https://twitter.com/Araap_Sang/status/926165708207263744,2017-11-02 19:14:46+00:00,,POS
I will not be reachable on my safaricom numbers from today 3rd November 2017 at the stroke of midnight.,1280.0,2222.0,5465.0,https://twitter.com/orengo_james/status/926412774967857153,2017-11-03 11:36:32+00:00,,NEG
"You can now reach me on 0731120177
#Resist",565.0,849.0,2610.0,https://twitter.com/gladyswanga/status/926416331326590978,2017-11-03 11:50:40+00:00,,NEU
RESIST! Aluta Continua. https://t.co/8gkKz6tB4q,332.0,746.0,2659.0,https://twitter.com/orengo_james/status/926867833312763904,2017-11-04 17:44:46+00:00,,NEU
"At this most trying time for Dr. Wahome’s family, friends, relatives, as well as the Nyeri residents and Kenyans in general, I extend my sincere hand of condolence to all those whose lives he touched.
May the Almighty God Rest his soul in Eternal Peace.",552.0,676.0,4109.0,https://twitter.com/skmusyoka/status/928173202089627649,2017-11-08 08:11:50+00:00,,POS
“People change—and power changes people absolutely.” Issa Shivji,100.0,336.0,745.0,https://twitter.com/WMutunga/status/929431077076258817,2017-11-11 19:30:11+00:00,,NEU
"It is unfortunate that Martha Karua’s petition was struck out on technical issues. During her time as Justice Minister, the Judge would  have been transferred  to the last Court house in Kwale!",273.0,1102.0,2848.0,https://twitter.com/GvnMutula/status/930817166299029504,2017-11-15 15:18:00+00:00,,NEG
Army in Zimbabwe has given go ahead to demonstrations in Harare later today. In Kenya people are killed and maimed to stop them from welcoming Raila back home and to hold a meeting. But Jubilee will not succeed to turn the clock back. No retreat and no surrender.,312.0,1147.0,2871.0,https://twitter.com/orengo_james/status/931806037396553728,2017-11-18 08:47:26+00:00,,NEG
Watch the demonstrations in Harare right now. No police and no army in sight. Just when everybody thought the opposition dead then an implosion erupts. A people united can never be defeated! We are the people!,402.0,1087.0,2961.0,https://twitter.com/orengo_james/status/931811869836369920,2017-11-18 09:10:36+00:00,,POS
https://t.co/Ai1oeRr8Sq Kenya police service kindly advise if these few people celebrating for jubilee in Nairobi gave appropriate notice? It seems clear there are two sets of laws!,18.0,127.0,257.0,https://twitter.com/JimiWanjigi/status/932624590865649664,2017-11-20 15:00:04+00:00,,NEU
"Upon the ruling by the SCOK today, we must as Kenyans, irrespective of our political persuasion, join hands in pirsuit of peace. NASA supporters please stay calm &amp; focused on our valid dreams for a better Kenya.",605.0,1178.0,4239.0,https://twitter.com/KBonimtetezi/status/932655929975242753,2017-11-20 17:04:36+00:00,,POS
The outcome of the SCORK judgement was quite irrelevant! This country had already passed the Rubicon!,18.0,150.0,398.0,https://twitter.com/JimiWanjigi/status/932896425586954240,2017-11-21 09:00:14+00:00,,NEG
Only true change can come through a free and fair credible electoral process.,679.0,1605.0,5203.0,https://twitter.com/skmusyoka/status/933244176019349507,2017-11-22 08:02:05+00:00,,POS
"My little girl, Flavia &amp; my small boy, Steve have excelled in the 2017 KCPE by scoring 407 &amp; 402 marks respectively. I owe a huge debt of gratitute &amp; unreserved thanx to God, my family, Malinya Primary School teachers &amp; to all those who made this possible. https://t.co/QXrAOjIttJ",632.0,507.0,4073.0,https://twitter.com/KBonimtetezi/status/933582094965633025,2017-11-23 06:24:51+00:00,,POS
All tier II and III banks have reported losses.. citi bank serves elite customers..take a look at their results..deposits arelow..reliance on the cbk window..they have reduced deposits pack within the group from 50b to 30..profits are flat..this is citi bank! Mbele iko sawa crap,12.0,79.0,197.0,https://twitter.com/JimiWanjigi/status/937017350062313472,2017-12-02 17:55:19+00:00,,NEG
"🇰🇪1963: poor, united, hopeful
🇰🇪2017: poor, divided, hopeless",372.0,3320.0,4565.0,https://twitter.com/DavidNdii/status/940520440547762176,2017-12-12 09:55:21+00:00,,NEU
"When the Government treats National honours like a comedy show,we end up forgetting heroes like the young girl who risked her life to rescue her classmates during the Moi Girls Inferno.",168.0,1386.0,2999.0,https://twitter.com/GvnMutula/status/940805496411426816,2017-12-13 04:48:04+00:00,,NEG
Niaje wazito? Za ma days? Kaeni rada leo na kesho msi break sheria maana ukinaswa na mapae wanafiki kona mbaya ujue hamna makesi hadi Wednesday. Happy furahi day watungayaz wa Ocha. Mkonjo wa shetani usio na kipimo mjiepushe sana- tena sana.,217.0,753.0,1953.0,https://twitter.com/WMutunga/status/945053671238307841,2017-12-24 22:08:48+00:00,,POS
Do not let evil triumph over good in 2018. Resist and change the world beginning with Kenya. I wish all the people a happy and prosperous New Year. We the people.,133.0,530.0,2230.0,https://twitter.com/orengo_james/status/947580384279191552,2017-12-31 21:29:03+00:00,,POS
Happy New Year 2018 Fellow Kenyans !!!,178.0,234.0,1953.0,https://twitter.com/skmusyoka/status/947957426313158656,2018-01-01 22:27:17+00:00,,POS
Congratulations to Kenyan born Michael Olunga on becoming the first @GironaFC player to score a hat-trick  in the Spanish #LaLigaSantander,518.0,2884.0,7906.0,https://twitter.com/RailaOdinga/status/952188527189594113,2018-01-13 14:40:10+00:00,,POS
"I thank H.E President @UKenyatta and his Deputy H.E @WilliamsRuto for re-appointing me Principal Secretary in charge of trade matters. I am humbled by the faith and trust bestowed upon me, and pledge to do my best, by the grace of God, to successfully discharge my mandate",30.0,37.0,118.0,https://twitter.com/Kiptoock/status/957143383729991681,2018-01-27 06:49:00+00:00,,POS
"The People have resolved, we are just but their loyal servants, the People's Power.

The People's Assembly Nyanza Chapter at Homabay County. https://t.co/hD6xlvd3rl",237.0,356.0,1503.0,https://twitter.com/skmusyoka/status/957285078106886144,2018-01-27 16:12:02+00:00,,POS
Asanteni kwa kusimama imara na sisi https://t.co/6wCxPGsm1s,1793.0,3711.0,12315.0,https://twitter.com/RailaOdinga/status/958347696242380800,2018-01-30 14:34:30+00:00,,NEU
"Turning up drunk to work daily is ground for dismissal. If as it seems @Ukenyatta is an alcoholic, he should be in rehab, not State House.",945.0,2557.0,5144.0,https://twitter.com/DavidNdii/status/960425803006791680,2018-02-05 08:12:09+00:00,,NEG
"In 2008, Justice Kimaru stopped the Government from deporting Muhammad Sirat. He was later elected as MP Wajir South. The same judge did everything possible to protect the rights of Miguna. We commit this country to prayer . Lord hear us",199.0,1177.0,2638.0,https://twitter.com/GvnMutula/status/961035860367106048,2018-02-07 00:36:18+00:00,,NEU
"UNIQUE FACTS: President Uhuru Kenyatta is the son of the first President of the Republic of Kenya; a protege of the second; and a Godson of the third...Raila is the son of the first VP of the Republic; was detained by second President; has given hell to 2nd, 3rd, and 4th.",275.0,1580.0,2754.0,https://twitter.com/WMutunga/status/962403887171952641,2018-02-10 19:12:21+00:00,,NEU
"Raphael Tuju. Your letter to CJ Maraga reflects the arrogance of political power and utter disrespect of the institution of the CJ as head of the Judiciary,  and the institutions he heads, namely, the JSC, NCAJ, and NCLR. Your complaint should have been addressed to OJO.",603.0,2859.0,4687.0,https://twitter.com/WMutunga/status/964225617414770688,2018-02-15 19:51:16+00:00,,NEG
@IpManFreyy @murigi01 Thank you. Office of Judiciary Ombudsperson processes complaints against judicial officers. He could have filed the complaint with the JSC. I believe his aim was to intimidate CJ Maraga personally.,56.0,187.0,646.0,https://twitter.com/WMutunga/status/964228984983769088,2018-02-15 20:04:39+00:00,,NEG
Passport returned after an all night vigil at jkia https://t.co/MQpFdhMhEt,28.0,104.0,391.0,https://twitter.com/JimiWanjigi/status/965812220838993925,2018-02-20 04:55:52+00:00,,NEU
Highest political will is key to strengthening bilateral trade ties.  It was great to see this yesterday being expressed by @UKenyatta and @MagufuliJP on the sidelines of 19th ordinary Summit of EAC heads of state in Kampala https://t.co/AbGNw2rI9A,3.0,44.0,65.0,https://twitter.com/Kiptoock/status/967260398444535808,2018-02-24 04:50:24+00:00,,POS
At Busia for official opening of One Stop Border Post by @KagutaMuseveni &amp; @UKenyatta today. Great to see completion of a project I was closely involved in while at @trademarkea as Kenya Country Director. Congratulations to @FrankMatsaert &amp; team for this great milestone @DFID_UK https://t.co/coJw0hOPuP,0.0,28.0,34.0,https://twitter.com/Kiptoock/status/967287235971338241,2018-02-24 06:37:03+00:00,,POS
Dear #uthamaki  I’ve had enough of appeal to ethnic solidarity. I hereby renounce my Gikuyu citizenship. Consider me a Jaluo and let me be.,1517.0,2800.0,6513.0,https://twitter.com/DavidNdii/status/970311931285340160,2018-03-04 14:56:06+00:00,,NEG
Had the pleasure of meeting my brother @UKenyatta for discussions on issues afflicting Kenya. We have resolved that the future our nation is more important than any sole individual https://t.co/l9Knre4TBS,1783.0,3044.0,9031.0,https://twitter.com/RailaOdinga/status/972058293429555200,2018-03-09 10:35:31+00:00,,POS
"Rule no 1: Baba is always right
Rule no 2: Baba is never wrong
Rule no 3: If in doubt, refer to rule no. 1 above

En Kamano",1004.0,1001.0,5462.0,https://twitter.com/gladyswanga/status/972114162817126401,2018-03-09 14:17:32+00:00,,NEU
"Today in Kigali, Africa Ministers of Trade (AMOT) approved Agreement Establishing Africa Continental Free Trade Area (AfCFTA) expected to be signed during Extra Ordinary Summit of AU on 21 March 2018. This is a big achievement for Africa’s regional integration efforts! @AUC https://t.co/GDsQVBw4wH",5.0,101.0,118.0,https://twitter.com/Kiptoock/status/972199429250912256,2018-03-09 19:56:21+00:00,,POS
"On behalf of the board that I chair and management of St PATRICK’S High school Iten, I thank @AMB_A_Mohammed for gracing the 2018 thanksgiving ceremony at the school ground today. The school was ranked 37th overall in 2017 KCSE results. We commissioned a 288 capacity dormitory. https://t.co/UU0nlTMxl8",2.0,10.0,47.0,https://twitter.com/Kiptoock/status/974691678798925825,2018-03-16 16:59:39+00:00,,POS
"It was my pleasure to meet @AllenAsiimwe1, my former colleague @TradeMarkEastA, today in Kigali on the sidelines of the business forum of the #AfCFTA2018. The AfCFTA will be signed tomorrow by the AU Assembly of Heads of State and government https://t.co/UHWSVGe2Fw",2.0,11.0,31.0,https://twitter.com/Kiptoock/status/976186843334135808,2018-03-20 20:00:54+00:00,,POS
Today is a historic moment for Africa. @UKenyatta is among Heads of State and Government who will shortly sign the declaration ushering the African Continental Free Trade Area (#AfCTA2018) here in Kigali. Among participants here are Kenya’s sons abroad @UNCTADKituyi @snkaringi https://t.co/GCTviTWWSa,0.0,17.0,33.0,https://twitter.com/Kiptoock/status/976392344290430976,2018-03-21 09:37:30+00:00,,POS
"@Wuodabiero So, is GOK telling all Kenyans, including those who have dual nationalities, that if for any reason they should arrive at JKIA without a passport they cannot use their national IDs to come home? Are our IDs not another evidence of our citizenship?",209.0,685.0,987.0,https://twitter.com/WMutunga/status/979785838383988736,2018-03-30 18:22:02+00:00,,NEU
"We are not just citizens of Kenya by birth, we are natives. Kenya found our forebears here.  Miguna is a native and citizen. He has a birthright here, papers or no papers. He did not travel, he was kidnapped and exiled. He has no obligation to cooperate with his tormentors.",311.0,1465.0,3108.0,https://twitter.com/DavidNdii/status/980414561697267712,2018-04-01 12:00:21+00:00,,NEU
"Nandi is undoubtedly the Source of Champions. Well done Team Kenya! Congratulations Conseslus Kipruto, Abraham Kibiwott and Amos Kirui for flying Kenya's flag high in the Steeplechase with a clean podium sweep. Thank you for making Kenya and Nandi proud!!
#TugaTai https://t.co/U3ePHS80bq",45.0,124.0,392.0,https://twitter.com/Araap_Sang/status/984747103569305600,2018-04-13 10:56:19+00:00,,POS
CONGRATULATIONS @dailynation: You name and publish the photo of   the lady who went to NYS procurement to be allowed to supply air but you FAIL to name the NYS procurement officer and the bank through which the 60M was laundered #NYSscandal,96.0,1324.0,2085.0,https://twitter.com/EAukot/status/999540776664264704,2018-05-24 06:41:06+00:00,,NEG
"Her only crime was to run for presidency against DICTATOR @PaulKagame. She was quickly arrested, charged for incitement. Her mother was arrested. Their family business and property was sized by Government. And now she faces 20years in Jail. The world is SILENT  #FreeDianeRwigara https://t.co/62aj0xD7Ix",459.0,9712.0,7427.0,https://twitter.com/ItsMutai/status/1032701708701499393,2018-08-23 18:50:48+00:00,,NEG
"2010, Victoria Ingabure (1st pic) wanted to run for Presidency of Rwanda as sole opposition candidate to DICTATOR @PaulKagame, she was arrested, jailed for 15yrs. 

2017, Diane Rwigara (2nd) wanted to run for Presidency, arrested, now facing 20yrs. Rise up WOMEN #FreeDianeRwigara https://t.co/IiAeCwj2iu",249.0,5393.0,3979.0,https://twitter.com/ItsMutai/status/1033278585736376323,2018-08-25 09:03:06+00:00,,NEG
Will the Speaker of the National Assembly call for a special sitting to discuss  the defiance by CS Treasury on VAT on fuel? Kitaeleweka.,257.0,1039.0,2421.0,https://twitter.com/GvnMutula/status/1036150757479706627,2018-09-02 07:16:05+00:00,,NEU
"Dear @UKenyatta kindly assent to the Amendment exempting fuel from VAT. #PunguzaBeiYaMafuta the gain in tax revenue is much less than the goodwill of Kenyans in the fight against corruption (where we are losing much more). If anything, we should entirely do away with VAT on fuel",505.0,1611.0,3292.0,https://twitter.com/SakajaJohnson/status/1036196594620739585,2018-09-02 10:18:14+00:00,,NEU
"The brutal murder of Sharon Otieno is deeply disturbing. Human life is sacred, cannot be taken so recklessly. Also wishing my friend journalist Barack Oduor a quick recovery.

Those behind this henious act must be brought to book, however high or mighty.
#RIP",190.0,451.0,1170.0,https://twitter.com/gladyswanga/status/1037212773082644481,2018-09-05 05:36:10+00:00,,NEG
Will the Paternity of the unborn child of Sharon Otieno reveal the actus rea &amp; mens rea of the cold blooded murder? Will the police order for DNA samples of the alleged father.? Thank me later Bwana DCI,262.0,1197.0,2931.0,https://twitter.com/GvnMutula/status/1037578825792675840,2018-09-06 05:50:44+00:00,,NEU
"What in the world would cause anyone to stab Sharon eight times,  one through the abdomen to kill her child  then rape &amp;strangle her. When a similar beastly act was committed to a young lady in a bus in Delhi, all lawyers declined the brief. Jailing them will not be enough",329.0,1278.0,2591.0,https://twitter.com/GvnMutula/status/1038324557881503744,2018-09-08 07:14:00+00:00,,NEG
"The new police uniform reminds me of the biblical story of new wine in old wine skins ! Police are poorly paid &amp; live in deplorable conditions .if you ask them for their views , uniform will not be in top ten need list",403.0,1411.0,3726.0,https://twitter.com/GvnMutula/status/1040230525217267712,2018-09-13 13:27:38+00:00,,NEG
